"","USD.Pledged","State","Backers.Count","Blurb.Length","Blurb.Caps","Campaign.Length","Decision.Timing","Goal","Name.Length","Name.Caps","Category","Category..parent.only.","Country","Spotlight","Staff.Pick"
"763",605,1,18,129,17,4745220,4745224,550,43,8,"music classical music","music","US",TRUE,FALSE
"764",20010.99,1,93,101,2,2588400,2588400,20000,32,16,"film   video shorts","film & video","US",TRUE,TRUE
"765",1299.22383591,1,43,131,6,5184000,5184001,1000,40,7,"games playing cards","games","GB",TRUE,FALSE
"767",0,0,0,124,6,4060800,4060800,160000,28,1,"photography photobooks","photography","IT",FALSE,FALSE
"768",0,0,0,108,1,2592000,871,20000,17,7,"dance spaces","dance","US",FALSE,FALSE
"769",2135,1,30,99,15,2592000,2592000,2000,27,24,"music classical music","music","US",TRUE,FALSE
"771",3418.6039169646,0,32,135,3,2937600,2937601,50000,21,1,"fashion jewelry","fashion","DK",FALSE,FALSE
"772",1502.9948097,0,29,52,3,5184000,5184000,7000,33,4,"music classical music","music","GB",FALSE,FALSE
"773",58981.14,1,107,62,2,2073600,2073600,58315,54,17,"film   video documentary","film & video","US",TRUE,FALSE
"776",3881.8000733358,0,40,73,2,2592000,2592000,180000,27,4,"film   video fantasy","film & video","SE",FALSE,FALSE
"777",1197,1,37,97,3,2592000,2592004,500,29,4,"music classical music","music","US",TRUE,FALSE
"779",13084.5982985826,1,145,27,22,2592000,2592003,10500,23,3,"games playing cards","games","GB",TRUE,FALSE
"780",1382.69062828,1,26,126,1,2592000,2592000,1000,25,3,"dance workshops","dance","GB",TRUE,FALSE
"781",15827.43421071,1,491,122,3,3888000,3888000,12000,60,11,"games playing cards","games","CA",TRUE,FALSE
"782",22579,1,323,128,4,2824999,2824999,20000,60,15,"technology diy electronics","technology","US",TRUE,FALSE
"783",80,0,3,133,6,2588400,2588400,8000,19,3,"food small batch","food","US",FALSE,FALSE
"785",23427.01,1,221,89,6,2592000,2592001,15500,31,4,"publishing art books","publishing","US",TRUE,FALSE
"786",3988.02870795,1,54,95,1,2592000,2592000,2080,14,3,"film   video documentary","film & video","GB",TRUE,FALSE
"787",41374,1,322,101,8,1996086,1996086,25000,31,4,"food farms","food","US",TRUE,FALSE
"788",27931.80516665,1,85,124,5,1814400,1814401,15000,36,5,"food small batch","food","GB",TRUE,TRUE
"789",3582.82165352,1,119,130,9,2681423,2681423,2000,44,8,"photography photobooks","photography","GB",TRUE,FALSE
"790",1,0,1,132,10,604800,604805,1145,53,8,"technology web","technology","US",FALSE,FALSE
"791",1700,1,28,129,8,2592000,2592000,1500,29,4,"music classical music","music","US",TRUE,FALSE
"792",1.10747,0,1,67,6,2592000,1973807,1400,63,5,"photography photobooks","photography","IT",FALSE,FALSE
"794",567968.41,1,5549,109,19,2623878,2623911,10000,53,7,"technology diy electronics","technology","US",TRUE,TRUE
"795",6087,1,62,135,9,1747853,1747853,4000,55,9,"music classical music","music","US",TRUE,FALSE
"796",166,0,8,94,1,2592000,2592000,4000,21,4,"publishing art books","publishing","US",FALSE,FALSE
"797",5608,1,55,135,5,2592000,2592000,5000,28,4,"music classical music","music","US",TRUE,FALSE
"798",12600,1,60,135,4,2592000,2592000,12000,4,4,"photography photobooks","photography","US",TRUE,FALSE
"799",3865,1,54,135,2,4495616,4495616,3500,34,4,"photography photobooks","photography","US",TRUE,FALSE
"800",3949,1,54,126,8,1868687,1868687,3500,21,4,"film   video documentary","film & video","US",TRUE,FALSE
"802",52,0,3,31,3,5180400,5180402,10000,23,7,"film   video festivals","film & video","US",FALSE,FALSE
"804",5903.0878731,0,42,101,2,3316861,2806434,16500,38,3,"photography photobooks","photography","FR",FALSE,FALSE
"805",1729.8358467,0,49,129,1,2708287,2708288,6000,18,1,"publishing art books","publishing","FR",FALSE,FALSE
"807",2669,1,105,123,8,2325526,2325538,500,58,3,"technology diy electronics","technology","US",TRUE,FALSE
"808",8692,1,94,126,6,2429584,2429585,5000,43,5,"dance workshops","dance","US",TRUE,FALSE
"809",266,0,7,94,3,2592000,2592002,8000,20,4,"publishing art books","publishing","US",FALSE,FALSE
"810",9060,0,63,101,3,2681976,2681976,56000,26,7,"publishing art books","publishing","US",FALSE,FALSE
"811",12045,1,67,98,1,2592000,2592002,10000,40,5,"music rock","music","US",TRUE,FALSE
"812",251.0298028,0,6,126,21,3718800,3718801,40000,36,8,"technology diy electronics","technology","HK",FALSE,FALSE
"813",3755.0153438,0,19,100,11,5184000,5184000,9000,60,5,"technology sound","technology","NL",FALSE,FALSE
"814",2534.8364914752,1,256,85,10,3369600,3369601,1000,58,7,"food cookbooks","food","AU",TRUE,TRUE
"815",21371.7288576,1,230,135,15,2592000,2592003,1000,60,7,"technology diy electronics","technology","GB",TRUE,FALSE
"816",0,0,0,52,1,2588400,2588403,50000,5,1,"food small batch","food","US",FALSE,FALSE
"817",4817.2727145948,1,58,56,1,2595600,2595601,3000,30,5,"games playing cards","games","GB",TRUE,FALSE
"818",54500.7,1,323,132,5,3110400,3110400,25000,16,3,"food drinks","food","US",TRUE,TRUE
"819",23245.8252382,1,130,105,4,2933513,2933513,20000,30,5,"film   video documentary","film & video","FR",TRUE,FALSE
"821",5058,1,24,131,4,5184000,5184001,5000,23,4,"music classical music","music","US",TRUE,FALSE
"822",2935.69815172,0,10,91,15,3024000,3024000,95000,48,10,"technology sound","technology","HK",FALSE,FALSE
"823",1,0,1,110,4,3888000,3888002,2000,16,2,"food small batch","food","US",FALSE,FALSE
"824",1,0,1,76,1,2592000,171093,2000,37,5,"food small batch","food","US",FALSE,FALSE
"828",25,0,2,135,113,2592000,2592000,100000,40,10,"film   video fantasy","film & video","US",FALSE,FALSE
"829",102,0,3,118,7,2592000,2592002,10000,19,3,"photography photobooks","photography","US",FALSE,FALSE
"830",32850,1,310,35,6,3121140,3121140,25000,24,4,"food small batch","food","US",TRUE,FALSE
"831",3111,1,44,118,2,3110292,3110292,3000,28,5,"games playing cards","games","US",TRUE,FALSE
"832",19500,1,17,86,3,1393703,1393703,19500,29,4,"film   video documentary","film & video","US",TRUE,FALSE
"834",18866,1,615,77,27,2592000,2592000,12000,60,29,"games playing cards","games","US",TRUE,FALSE
"835",2943,0,37,134,6,2592000,2592000,28000,28,7,"food small batch","food","US",FALSE,FALSE
"837",1132.66,1,11,49,1,2592000,2592002,1000,35,8,"technology sound","technology","US",TRUE,FALSE
"838",14138.2119305,1,71,128,6,2592000,2592000,11000,13,2,"film   video documentary","film & video","ES",TRUE,TRUE
"840",1075,0,8,133,2,2737112,1387650,5000,26,3,"food small batch","food","US",FALSE,FALSE
"841",5,0,1,122,8,2592000,2592003,17000,21,3,"music punk","music","US",FALSE,FALSE
"842",345.01794,1,6,117,2,1724400,1724403,250,59,11,"fashion jewelry","fashion","GB",TRUE,FALSE
"843",1454,1,38,33,4,2595600,2595602,500,30,3,"food small batch","food","US",TRUE,FALSE
"844",3547,1,74,124,5,2592000,2592000,3500,60,11,"music rock","music","US",TRUE,FALSE
"845",26076.75124472,1,59,59,3,2592000,2592000,35000,32,27,"food restaurants","food","CA",TRUE,FALSE
"846",10,0,1,105,3,2592000,2592001,3000,15,2,"dance workshops","dance","US",FALSE,FALSE
"849",1296.83107142,0,7,57,1,2640445,2640445,2900,26,4,"fashion jewelry","fashion","ES",FALSE,FALSE
"850",2116,1,31,107,2,2592000,2592000,2000,21,3,"photography photobooks","photography","US",TRUE,FALSE
"851",1,0,1,54,1,4633233,2365919,800,22,3,"food small batch","food","US",FALSE,FALSE
"852",21265,1,230,134,1,2648150,2648150,20000,38,6,"food events","food","US",TRUE,FALSE
"853",0,0,0,129,22,2777648,2777649,1000,47,4,"technology web","technology","IT",FALSE,FALSE
"855",2810,1,50,134,4,1949950,1949953,1000,48,3,"music rock","music","US",TRUE,TRUE
"856",5642.12699712,0,146,119,2,2486695,2486698,36000,35,10,"technology web","technology","FR",FALSE,FALSE
"858",2050,1,36,126,7,2592000,2592000,2000,35,5,"food small batch","food","US",TRUE,FALSE
"861",4256.01,1,63,52,2,2592000,2592000,4000,47,6,"music classical music","music","US",TRUE,FALSE
"862",2318.2830890562,1,21,100,4,2592000,2592000,3000,14,2,"film   video documentary","film & video","CA",TRUE,FALSE
"863",12170,1,167,127,2,2615555,2615567,7500,30,4,"music classical music","music","US",TRUE,TRUE
"864",6088,1,100,125,3,2592000,2592001,4500,38,5,"film   video documentary","film & video","US",TRUE,TRUE
"867",4808,1,75,115,5,2699121,2699124,4400,48,6,"music classical music","music","US",TRUE,FALSE
"870",15129.9712572,1,189,115,2,2644478,2644480,10000,34,5,"food small batch","food","GB",TRUE,TRUE
"871",40078,0,124,131,8,2552755,2552755,190000,60,7,"technology diy electronics","technology","US",FALSE,FALSE
"872",10344.52818174,1,40,88,16,2592000,2592000,4000,21,10,"technology sound","technology","FR",TRUE,TRUE
"873",2,0,2,129,2,2575695,2575695,25000,31,10,"publishing art books","publishing","US",FALSE,FALSE
"874",50,0,1,120,3,2592000,2592000,5000,28,5,"food small batch","food","US",FALSE,FALSE
"875",2100.13,1,42,135,7,1296000,1296000,2000,16,4,"music rock","music","US",TRUE,FALSE
"880",6360.5,0,83,120,5,3459600,2559777,30000,58,6,"technology diy electronics","technology","US",FALSE,TRUE
"881",6879.92957445,0,86,120,6,5187600,5187601,152350,11,4,"fashion jewelry","fashion","AU",FALSE,FALSE
"882",0,0,0,133,11,5184000,5184003,15000,20,4,"food small batch","food","US",FALSE,FALSE
"884",281,0,4,53,8,5184000,5184000,3000,56,6,"publishing art books","publishing","US",FALSE,FALSE
"885",7053,1,75,117,2,2853448,2853448,100,51,9,"games playing cards","games","US",TRUE,FALSE
"886",175,0,6,46,2,3888000,3888025,18200,25,6,"games playing cards","games","US",FALSE,FALSE
"890",13864.17,1,189,130,13,3452400,3452402,12516,40,5,"music rock","music","US",TRUE,TRUE
"891",30850,1,358,135,5,3654352,3654352,10000,52,7,"photography photobooks","photography","US",TRUE,TRUE
"892",5410,1,60,54,6,5184000,5184001,5000,23,3,"film   video documentary","film & video","US",TRUE,FALSE
"893",1512,1,24,110,2,4770930,4770930,1110,31,4,"film   video festivals","film & video","US",TRUE,FALSE
"894",3435.13,1,72,135,2,3752594,3752627,3000,40,9,"music rock","music","US",TRUE,FALSE
"896",5273.64,1,107,135,13,2588400,2588401,5000,49,2,"music rock","music","US",TRUE,FALSE
"897",0,0,0,85,4,2592000,2592002,200,27,4,"film   video festivals","film & video","AT",FALSE,FALSE
"898",506.20721703,0,11,132,1,3632004,3632004,6000,21,3,"music classical music","music","IE",FALSE,FALSE
"900",36200.18,1,280,123,4,2709865,2709866,25000,59,8,"food drinks","food","US",TRUE,TRUE
"901",25176,1,73,60,1,3891600,3891601,20000,55,8,"food farms","food","US",TRUE,FALSE
"903",227753.934651796,1,1466,116,3,2592005,2592005,100000,29,4,"games playing cards","games","SE",TRUE,FALSE
"904",5010,1,42,133,9,2592000,2592000,5000,59,5,"music rock","music","US",TRUE,FALSE
"905",0,0,0,65,9,2592000,2592000,660,7,1,"technology web","technology","US",FALSE,FALSE
"906",0,0,0,98,1,2415600,2415604,7000,15,3,"photography photobooks","photography","US",FALSE,FALSE
"907",31,0,2,88,1,3888000,3888000,25000,27,3,"food small batch","food","US",FALSE,FALSE
"908",11997.4259664,1,129,135,4,2592000,2592000,4000,54,11,"technology sound","technology","ES",TRUE,TRUE
"909",2167,1,69,56,1,2592000,2592000,2000,51,4,"games playing cards","games","US",TRUE,FALSE
"910",16320,1,90,98,5,2592000,2592001,15000,44,7,"food food trucks","food","US",TRUE,FALSE
"912",4500,1,34,130,6,2588400,2588400,3000,53,6,"music rock","music","US",TRUE,FALSE
"913",50091,1,266,124,2,2588400,2588400,40000,42,19,"film   video documentary","film & video","US",TRUE,TRUE
"914",122,0,6,34,3,1240364,1240364,2500,34,3,"food small batch","food","US",FALSE,FALSE
"915",2843.11,1,23,132,7,2592000,2592000,2500,24,3,"music classical music","music","US",TRUE,FALSE
"916",49916.701646,1,813,122,8,2592000,2592000,22000,24,4,"games playing cards","games","SG",TRUE,FALSE
"917",0,0,0,134,3,4665959,4665972,7000,55,12,"music latin","music","US",FALSE,FALSE
"918",24186.2860705798,1,304,112,5,2632449,2632449,16000,38,4,"film   video documentary","film & video","GB",TRUE,TRUE
"919",4956,1,132,54,3,1728000,1728001,4750,11,2,"games playing cards","games","US",TRUE,TRUE
"920",320.7135100558,0,12,133,9,2592000,2592000,75000,22,4,"publishing art books","publishing","SE",FALSE,FALSE
"922",831.77825505,1,16,131,3,2160000,2160001,600,51,6,"fashion childrenswear","fashion","IE",TRUE,FALSE
"923",7904.5536466,1,67,92,1,2595600,2595600,6000,6,1,"film   video shorts","film & video","GB",TRUE,FALSE
"924",716,1,37,132,4,1728000,1728000,465,36,6,"fashion jewelry","fashion","US",TRUE,FALSE
"925",44147,1,784,135,7,2592000,2592004,10000,19,3,"games playing cards","games","US",TRUE,FALSE
"926",2,0,2,117,5,5180400,5180400,250,20,4,"music classical music","music","US",FALSE,FALSE
"927",12526,1,28,133,2,2592000,2592000,12000,56,4,"food","food","US",TRUE,FALSE
"928",22666.80737255,1,251,135,3,3447998,3447998,25000,45,4,"music classical music","music","CA",TRUE,FALSE
"929",6,0,2,114,2,2592000,2592002,10000,58,4,"food small batch","food","US",FALSE,FALSE
"930",0,0,0,113,6,2592000,2592000,2500,21,4,"food small batch","food","US",FALSE,FALSE
"931",3,0,3,126,3,2592000,2592001,8500,12,2,"technology web","technology","US",FALSE,FALSE
"932",50954.7647362508,1,494,134,6,2588400,2588400,35000,15,2,"music rock","music","GB",TRUE,TRUE
"933",5233,1,72,87,19,2592000,2592000,5000,36,2,"music rock","music","US",TRUE,FALSE
"934",12631,1,130,117,4,4246832,4246832,11500,54,6,"food","food","US",TRUE,TRUE
"935",371,0,9,25,1,3802379,308896,7500,21,3,"food small batch","food","US",FALSE,FALSE
"936",5623,1,110,94,11,2617057,2617057,5250,22,3,"games playing cards","games","US",TRUE,FALSE
"938",30028.47,1,74,135,3,2599988,2599990,30000,27,5,"film   video shorts","film & video","US",TRUE,FALSE
"942",3205.3508922,1,51,134,18,2592000,2592000,2000,44,12,"music classical music","music","GB",TRUE,FALSE
"948",3216,1,43,133,2,2595600,2595600,2500,11,9,"food","food","US",TRUE,FALSE
"949",12650,1,101,117,12,5187600,5187600,10000,26,7,"photography photobooks","photography","US",TRUE,FALSE
"950",1050,1,34,132,4,2592000,2592019,1000,20,3,"dance workshops","dance","US",TRUE,FALSE
"951",575.38,1,13,65,1,2588400,2588400,550,52,2,"music rock","music","US",TRUE,FALSE
"954",0.99602494,0,1,42,0,5180400,5180400,646000,36,30,"music latin","music","MX",FALSE,FALSE
"955",0,0,0,128,7,2592000,2592001,10000,53,2,"dance spaces","dance","US",FALSE,FALSE
"956",1500,1,24,82,7,2592000,2592000,1000,28,6,"music rock","music","US",TRUE,FALSE
"957",3201,1,47,99,28,281852,281852,3000,54,23,"dance workshops","dance","US",TRUE,FALSE
"958",2404,1,36,94,1,2592000,2592000,2000,14,2,"music classical music","music","US",TRUE,FALSE
"959",1256,0,18,44,6,2592000,2592000,65000,18,4,"technology web","technology","US",FALSE,FALSE
"960",7680,1,53,123,4,2204473,2204473,7646,18,4,"film   video documentary","film & video","US",TRUE,FALSE
"961",1.7261319,0,3,135,1,3888000,3888003,50000,45,1,"fashion jewelry","fashion","SE",FALSE,FALSE
"963",60,0,3,135,15,2588400,2588401,6455,57,7,"fashion jewelry","fashion","US",FALSE,FALSE
"964",5035.7606533,1,204,111,11,2151184,2151198,7000,31,4,"games playing cards","games","AU",TRUE,FALSE
"967",4387,1,47,125,4,2256755,2256755,4000,17,3,"film   video documentary","film & video","US",TRUE,FALSE
"968",264.53600076,0,13,43,1,2592000,2592000,450,16,3,"fashion jewelry","fashion","GB",FALSE,FALSE
"970",2806,1,66,108,4,1814400,1814401,2500,22,2,"film   video documentary","film & video","US",TRUE,FALSE
"971",2641.92956118,1,30,80,5,2263022,2263022,1200,21,4,"film   video shorts","film & video","GB",TRUE,FALSE
"972",100,0,1,120,8,2592000,2338892,31,40,6,"food small batch","food","US",FALSE,FALSE
"974",5929,0,33,122,3,2678400,2678401,50000,45,7,"technology diy electronics","technology","US",FALSE,FALSE
"976",64.99449523,0,8,45,2,4320000,4320000,3500,32,7,"photography photobooks","photography","GB",FALSE,FALSE
"979",662,0,17,128,2,5184000,2007923,10000,37,4,"photography photobooks","photography","US",FALSE,FALSE
"980",4314,1,102,101,17,2592000,2592000,4000,34,8,"film   video documentary","film & video","US",TRUE,FALSE
"981",25746,1,346,84,8,2592000,2592000,20000,15,3,"film   video documentary","film & video","US",TRUE,TRUE
"984",5351,1,63,91,13,1123200,1123201,4000,34,12,"technology diy electronics","technology","US",TRUE,FALSE
"985",1000,0,2,88,4,2592000,2592000,50000,33,4,"technology sound","technology","US",FALSE,FALSE
"986",2364.76238203,1,96,71,1,2591992,2591992,699,34,6,"games playing cards","games","GB",TRUE,FALSE
"987",3432,0,42,49,1,3543720,3543720,18000,21,3,"food small batch","food","US",FALSE,FALSE
"988",71663.84353668,1,1130,105,0,3823423,3823425,27500,59,8,"food","food","DE",TRUE,TRUE
"990",10528.75,1,277,127,10,2592000,2592000,10000,47,6,"music classical music","music","US",TRUE,TRUE
"993",0,0,0,134,4,2592000,2592002,1000,34,6,"photography photobooks","photography","NL",FALSE,FALSE
"995",0,0,0,88,1,1728000,1728004,2000,9,2,"food small batch","food","US",FALSE,FALSE
"997",3173.95710912,1,97,56,7,2588400,2588402,2000,35,26,"music punk","music","GB",TRUE,TRUE
"998",16244.42,1,426,106,14,1209600,1209600,5000,36,19,"games playing cards","games","US",TRUE,FALSE
"999",7322.9925056,1,91,122,3,2431874,2431875,5500,58,6,"food","food","GB",TRUE,FALSE
"1000",1500,1,12,126,30,5184000,5184000,1500,55,26,"film   video documentary","film & video","US",TRUE,FALSE
"1001",7430,1,36,103,1,2592000,2592001,6000,43,6,"fashion jewelry","fashion","US",TRUE,FALSE
"1003",17930,1,105,119,5,2463925,2463925,10000,14,3,"film   video documentary","film & video","US",TRUE,FALSE
"1004",0,0,0,135,5,2592000,2592000,700,24,7,"dance workshops","dance","GB",FALSE,FALSE
"1005",2135,1,34,109,1,2595600,2595600,2000,54,7,"food small batch","food","US",TRUE,FALSE
"1006",16468.4784874,1,177,104,22,2592000,2592000,700000,53,17,"photography photobooks","photography","JP",TRUE,TRUE
"1007",0,0,0,127,1,2592000,2592000,400000,14,12,"music latin","music","MX",FALSE,FALSE
"1009",327,1,13,77,2,2592000,2592000,200,15,3,"film   video documentary","film & video","US",TRUE,FALSE
"1010",27662.5,1,502,132,5,3027600,3027600,20000,29,4,"music rock","music","US",TRUE,FALSE
"1014",2386,1,22,135,8,2172290,2172290,2000,59,6,"film   video documentary","film & video","US",TRUE,FALSE
"1015",7425.94980424,1,86,135,11,2592000,2592001,6000,56,23,"film   video documentary","film & video","DE",TRUE,FALSE
"1016",80,0,2,128,2,2592000,2592000,5000,57,8,"dance spaces","dance","US",FALSE,FALSE
"1017",4575,1,45,135,2,1246692,1246726,3500,58,12,"music rock","music","US",TRUE,FALSE
"1019",140.42337201,0,7,93,4,2592000,2592002,1500,26,4,"food small batch","food","CA",FALSE,FALSE
"1021",0,0,0,135,6,3479699,3479699,2500,60,9,"fashion jewelry","fashion","CA",FALSE,FALSE
"1022",23.69547915,0,2,112,6,5184000,5184000,80000,48,7,"technology sound","technology","DE",FALSE,FALSE
"1023",1505.32835238,0,19,130,7,2592000,2592001,20000,54,8,"technology diy electronics","technology","AT",FALSE,FALSE
"1024",5146,1,116,135,5,3401422,3401423,5000,50,9,"food vegan","food","US",TRUE,FALSE
"1025",23163.8063746494,1,254,131,9,2638607,2638608,30000,28,5,"food small batch","food","CA",TRUE,FALSE
"1026",3955,1,57,126,1,1767389,1767391,3800,59,7,"design typography","design","US",TRUE,TRUE
"1027",2325,1,26,126,4,2419200,2419200,2250,41,5,"music classical music","music","US",TRUE,FALSE
"1028",52088.09517046,1,1152,111,5,2642364,2642366,20000,43,6,"food","food","DE",TRUE,TRUE
"1031",5883.79,1,56,113,5,2592000,2592000,5000,28,4,"music classical music","music","US",TRUE,FALSE
"1032",1001,1,27,31,8,1814400,1814400,800,43,8,"music rock","music","US",TRUE,FALSE
"1033",15792.6063225,1,340,133,4,3085557,3085557,260000,38,6,"games playing cards","games","MX",TRUE,TRUE
"1034",1133,0,23,130,6,2595600,2595600,10500,36,5,"technology web","technology","US",FALSE,FALSE
"1035",3255,1,29,115,1,2592000,2592001,3000,13,2,"film   video fantasy","film & video","US",TRUE,FALSE
"1037",2516,1,72,68,4,2592000,2592001,2500,32,4,"music rock","music","US",TRUE,FALSE
"1040",7230.5,1,96,132,3,2592000,2592001,7000,54,8,"music rock","music","US",TRUE,FALSE
"1041",34905,1,313,128,20,3023875,3023876,30000,57,5,"photography photobooks","photography","US",TRUE,TRUE
"1042",1,0,1,130,2,3028947,3028947,4200,50,5,"food small batch","food","US",FALSE,FALSE
"1043",3033,1,17,134,4,2224700,2224700,3000,33,7,"music punk","music","US",TRUE,FALSE
"1044",22084,1,185,71,1,2882994,2882994,20000,58,5,"food","food","US",TRUE,FALSE
"1045",93161.44227621,1,737,71,4,1814400,1814400,12000,8,0,"technology sound","technology","DE",TRUE,FALSE
"1046",15645,1,51,90,1,2592000,2592001,15200,40,5,"film   video documentary","film & video","US",TRUE,FALSE
"1048",2002,1,41,36,4,2592000,2592000,2000,7,1,"music rock","music","US",TRUE,FALSE
"1049",4898,1,62,128,15,2588400,2588401,2400,53,9,"technology sound","technology","US",TRUE,TRUE
"1050",52800,1,712,109,15,3065695,3065697,12000,53,6,"photography photobooks","photography","US",TRUE,TRUE
"1053",1334,1,43,110,12,2332800,2332800,1100,28,5,"games playing cards","games","US",TRUE,FALSE
"1054",20765,1,226,132,1,3024000,3024003,20000,35,4,"film   video documentary","film & video","US",TRUE,FALSE
"1055",81,0,4,124,6,2595600,2595602,550,22,4,"food small batch","food","US",FALSE,FALSE
"1056",1113,0,13,128,4,2592000,2592001,49900,39,6,"technology sound","technology","US",FALSE,FALSE
"1058",300,0,5,134,21,5187600,5187601,5000,28,8,"technology web","technology","US",FALSE,FALSE
"1059",6631,1,149,20,1,2588400,2588401,4000,23,3,"games playing cards","games","US",TRUE,FALSE
"1061",10544.06488343,1,116,134,3,2595600,2595602,9000,12,2,"photography photobooks","photography","NL",TRUE,FALSE
"1062",508.58265448,1,24,117,5,2592000,2592000,250,36,3,"fashion jewelry","fashion","GB",TRUE,FALSE
"1063",12287,1,199,126,2,3024000,3024000,10000,59,3,"film   video shorts","film & video","US",TRUE,FALSE
"1064",5012.71091265,1,95,132,2,2592000,2592000,5000,58,4,"fashion jewelry","fashion","AU",TRUE,FALSE
"1066",20440.72,1,176,86,2,2592000,2592000,9000,18,3,"film   video shorts","film & video","US",TRUE,FALSE
"1068",235,1,7,132,4,2592000,2592000,200,13,2,"food small batch","food","US",TRUE,FALSE
"1069",1050,1,28,118,4,1324122,1324123,1000,50,6,"music rock","music","US",TRUE,FALSE
"1070",8105.124130863,1,223,119,6,5109994,5110017,3500,33,6,"music rock","music","GB",TRUE,FALSE
"1071",12411,1,129,82,1,1615242,1615248,11500,13,2,"film   video documentary","film & video","US",TRUE,FALSE
"1072",576,1,14,127,10,604800,604801,200,21,3,"food","food","US",TRUE,FALSE
"1073",5153,1,35,120,7,2592000,2592000,5000,41,5,"music classical music","music","US",TRUE,FALSE
"1074",851,0,22,132,1,2703430,2703430,1500,57,5,"fashion jewelry","fashion","US",FALSE,FALSE
"1077",536.38661232,0,14,112,5,3710312,3710312,8000,10,2,"film   video fantasy","film & video","CA",FALSE,FALSE
"1078",626,1,14,96,2,2592000,2592000,600,24,3,"music classical music","music","US",TRUE,FALSE
"1079",8176,1,61,75,1,2776876,2776879,7777,36,5,"food restaurants","food","US",TRUE,FALSE
"1081",711.968257286,0,12,131,7,3888000,2467620,15000,70,8,"photography photobooks","photography","AU",FALSE,FALSE
"1082",3157,1,68,109,7,5184000,5184000,2500,36,5,"music rock","music","US",TRUE,FALSE
"1083",1170.46561276,0,13,117,77,4489198,4489211,7000,49,30,"dance spaces","dance","GB",FALSE,FALSE
"1084",5349,1,186,125,1,2592000,2592000,1500,21,9,"games playing cards","games","US",TRUE,FALSE
"1085",10941,1,171,133,14,2592000,2592001,9000,60,11,"photography photobooks","photography","US",TRUE,FALSE
"1086",4322.4387687,0,44,82,3,3888000,576940,100000,71,11,"technology diy electronics","technology","DE",FALSE,FALSE
"1087",1094.23512396,1,39,76,16,5184000,5184001,800,36,14,"music rock","music","DE",TRUE,FALSE
"1088",3258,1,68,126,23,2592000,2592002,2000,58,9,"music rock","music","US",TRUE,FALSE
"1089",1626,1,54,107,2,2592000,2592000,750,60,8,"games playing cards","games","US",TRUE,FALSE
"1091",10609,1,95,102,1,2701923,2701923,10000,27,3,"film   video shorts","film & video","US",TRUE,FALSE
"1092",4658.8531773,1,17,135,6,2592000,2592000,3500,59,7,"film   video documentary","film & video","GB",TRUE,FALSE
"1093",6660,1,47,126,1,3888000,3888000,2500,21,4,"food","food","US",TRUE,FALSE
"1094",49000,1,318,103,3,2591500,2591501,48000,44,18,"film   video documentary","film & video","US",TRUE,TRUE
"1095",1230,1,31,69,1,2595600,2595600,1200,12,2,"games playing cards","games","US",TRUE,FALSE
"1096",6402.64963806,1,33,68,4,2525289,2525289,5555,11,2,"photography photobooks","photography","DE",TRUE,FALSE
"1098",7161,1,45,111,1,2592000,2592000,7030,13,4,"food","food","US",TRUE,FALSE
"1099",1348.58625,1,37,112,6,2592000,2592002,1000,43,6,"music latin","music","AT",TRUE,FALSE
"1100",5406.686527,1,70,135,6,2592000,2592000,3500,13,12,"photography photobooks","photography","GB",TRUE,FALSE
"1101",3062,1,16,104,2,3888000,3888000,3000,48,6,"film   video documentary","film & video","US",TRUE,FALSE
"1102",113,0,5,129,3,2592000,2592000,50000,45,7,"technology sound","technology","US",FALSE,FALSE
"1103",43636,1,1112,87,3,2592000,2592000,10000,46,8,"food","food","US",TRUE,TRUE
"1104",0,0,0,111,12,1292400,1292400,500,59,10,"music latin","music","ES",FALSE,FALSE
"1105",10300.5,1,118,88,6,2592000,2592000,10000,14,3,"food vegan","food","US",TRUE,FALSE
"1106",5304,1,184,122,6,2642071,2642072,2500,40,4,"technology diy electronics","technology","US",TRUE,FALSE
"1107",3451,0,15,135,10,2592000,2592000,98000,55,7,"publishing art books","publishing","US",FALSE,FALSE
"1113",6536,1,154,131,4,604800,604800,5650,49,5,"music classical music","music","US",TRUE,FALSE
"1114",2219.75670632,0,43,56,4,2822095,2822095,9064,43,8,"music blues","music","AU",FALSE,FALSE
"1117",12130.23,1,139,130,5,1382400,1382400,10500,45,14,"film   video fantasy","film & video","US",TRUE,TRUE
"1118",30.1795980738,0,12,129,1,2592000,2592001,50000,57,2,"technology diy electronics","technology","IT",FALSE,FALSE
"1119",199,0,1,135,4,2592000,2592000,1500,37,4,"technology web","technology","US",FALSE,FALSE
"1121",1173,0,23,135,8,2775191,2775204,3000,45,12,"design typography","design","US",FALSE,FALSE
"1122",7350.031330335,1,63,91,4,2592000,2592000,5600,30,4,"film   video documentary","film & video","GB",TRUE,FALSE
"1123",7.5,0,2,49,3,2592000,2592000,25,22,1,"food small batch","food","US",FALSE,FALSE
"1124",4104,0,48,132,13,2592000,2592000,14000,59,12,"technology diy electronics","technology","US",FALSE,FALSE
"1128",2748.45343359,1,33,126,4,5184000,5184000,2000,51,21,"food","food","GB",TRUE,FALSE
"1129",4615.69417552,0,6,109,0,2592000,2592000,15000,9,4,"fashion jewelry","fashion","CH",FALSE,FALSE
